2004.06.17,00:00,1.74290,1.75670,1.74080,1.75580,1033
2004.06.17,04:00,1.75600,1.75960,1.75360,1.75680,1293
2004.06.17,08:00,1.75650,1.75790,1.74610,1.75080,2285
2004.06.17,12:00,1.75080,1.76130,1.74390,1.75790,2482
2004.06.17,16:00,1.75770,1.76140,1.75530,1.75790,2304
2004.06.17,20:00,1.75800,1.77630,1.75790,1.76870,1100
2004.06.18,00:00,1.76860,1.76860,1.75790,1.76280,1284
2004.06.18,04:00,1.76280,1.76450,1.75500,1.75710,1584
2004.06.18,08:00,1.75690,1.76040,1.75420,1.75700,1152
2004.06.18,12:00,1.75750,1.75770,1.75080,1.75700,1496
2004.06.18,16:00,1.75710,1.75940,1.75420,1.75890,443
2004.06.18,20:00,1.75910,1.76190,1.75910,1.76180,139
2004.06.21,00:00,1.75760,1.76030,1.75590,1.75950,924
2004.06.21,04:00,1.75940,1.76340,1.75830,1.76220,1056
2004.06.21,08:00,1.76210,1.76210,1.75270,1.75480,1433
2004.06.21,12:00,1.75460,1.75470,1.74920,1.75180,1448
2004.06.21,16:00,1.75190,1.75540,1.75010,1.75300,957
2004.06.21,20:00,1.75340,1.75580,1.75190,1.75390,504
2004.06.22,00:00,1.75370,1.75650,1.75120,1.75550,903
2004.06.22,04:00,1.75560,1.76340,1.75470,1.76270,1081
2004.06.22,08:00,1.76290,1.76430,1.75330,1.75630,1736
2004.06.22,12:00,1.75640,1.76070,1.75290,1.75840,1340
2004.06.22,16:00,1.75860,1.76300,1.75650,1.76110,1182
2004.06.22,20:00,1.76070,1.76270,1.75790,1.76130,455
2004.06.23,00:00,1.76120,1.76550,1.75960,1.76210,1033
2004.06.23,04:00,1.76250,1.76490,1.76180,1.76230,906
2004.06.23,08:00,1.76220,1.76620,1.75990,1.76350,1854
2004.06.23,12:00,1.76340,1.76380,1.75520,1.76170,1433
2004.06.23,16:00,1.76100,1.76220,1.75550,1.75590,1206
2004.06.23,20:00,1.75600,1.75930,1.75330,1.75670,568
2004.06.24,00:00,1.75660,1.75860,1.74800,1.74930,1130
2004.06.24,04:00,1.74960,1.75040,1.74520,1.74930,858
2004.06.24,08:00,1.74940,1.75140,1.73860,1.73960,1952
2004.06.24,12:00,1.73930,1.74340,1.73600,1.74020,2124
2004.06.24,16:00,1.74010,1.74260,1.73640,1.74020,1372
2004.06.24,20:00,1.74030,1.74090,1.73460,1.74010,818
2004.06.25,00:00,1.73980,1.74090,1.72940,1.73030,1407
2004.06.25,04:00,1.72980,1.73750,1.72900,1.73650,784
2004.06.25,08:00,1.73620,1.74010,1.73230,1.73700,1872
2004.06.25,12:00,1.73720,1.74090,1.73470,1.74000,1581
2004.06.25,16:00,1.73970,1.74010,1.73310,1.73550,1111
2004.06.25,20:00,1.73560,1.73860,1.73440,1.73720,283
2004.06.28,00:00,1.73950,1.74260,1.73900,1.74240,807
2004.06.28,04:00,1.74270,1.74530,1.74170,1.74300,824
2004.06.28,08:00,1.74310,1.74390,1.73710,1.74120,1730
2004.06.28,12:00,1.74110,1.74600,1.73850,1.74180,1663
2004.06.28,16:00,1.74180,1.74350,1.73830,1.74110,1428
2004.06.28,20:00,1.74100,1.74200,1.73760,1.73910,580
2004.06.29,00:00,1.73900,1.74060,1.73710,1.73800,857
2004.06.29,04:00,1.73770,1.74360,1.73720,1.73810,720
2004.06.29,08:00,1.73790,1.74690,1.73650,1.74630,1714
2004.06.29,12:00,1.74540,1.75020,1.74270,1.74770,1473
2004.06.29,16:00,1.74730,1.75720,1.74550,1.75390,1982
2004.06.29,20:00,1.75380,1.75460,1.74700,1.74740,1063
2004.06.30,00:00,1.74730,1.75570,1.74630,1.75490,1334
2004.06.30,04:00,1.75460,1.75680,1.75180,1.75310,785
2004.06.30,08:00,1.75260,1.75830,1.74920,1.75800,1670
2004.06.30,12:00,1.75830,1.75920,1.75150,1.75530,1671
2004.06.30,16:00,1.75520,1.75590,1.74530,1.75130,1785
2004.06.30,20:00,1.75130,1.75330,1.74290,1.74500,1786
2004.07.01,00:00,1.74530,1.74800,1.74170,1.74480,1363
2004.07.01,04:00,1.74490,1.74490,1.73980,1.74030,760
2004.07.01,08:00,1.74020,1.74320,1.72750,1.72980,1891
2004.07.01,12:00,1.72970,1.73380,1.72650,1.73000,1541
2004.07.01,16:00,1.73070,1.73460,1.72120,1.72280,1856
2004.07.01,20:00,1.72300,1.72600,1.72180,1.72350,702
2004.07.02,00:00,1.72370,1.72370,1.71870,1.72330,1038
2004.07.02,04:00,1.72330,1.73000,1.72330,1.72820,1212
2004.07.02,08:00,1.72860,1.73060,1.72450,1.72900,1181
2004.07.02,12:00,1.72920,1.73470,1.72410,1.72720,2215
2004.07.02,16:00,1.72710,1.72830,1.72260,1.72690,1451
2004.07.02,20:00,1.72700,1.72850,1.72480,1.72580,389
2004.07.05,00:00,1.72880,1.73130,1.72700,1.72840,829
2004.07.05,04:00,1.72830,1.72860,1.72420,1.72610,754
2004.07.05,08:00,1.72610,1.72660,1.72000,1.72330,1099
2004.07.05,12:00,1.72320,1.72520,1.72170,1.72430,656
2004.07.05,16:00,1.72410,1.72500,1.72170,1.72480,668
2004.07.05,20:00,1.72480,1.72610,1.72250,1.72540,211
2004.07.06,00:00,1.72530,1.72590,1.72160,1.72510,791
2004.07.06,04:00,1.72510,1.72520,1.71520,1.71560,816
2004.07.06,08:00,1.71560,1.71990,1.71410,1.71770,1531
2004.07.06,12:00,1.71760,1.71820,1.71270,1.71280,1454
2004.07.06,16:00,1.71270,1.72120,1.71100,1.71920,1523
2004.07.06,20:00,1.71900,1.72430,1.71890,1.72040,904
2004.07.07,00:00,1.72040,1.72110,1.71430,1.71880,1346
2004.07.07,04:00,1.71860,1.72010,1.71370,1.72000,1414
2004.07.07,08:00,1.71990,1.72040,1.71100,1.71330,2031
2004.07.07,12:00,1.71340,1.71490,1.70960,1.71320,1399
2004.07.07,16:00,1.71310,1.71400,1.70900,1.70960,1296
2004.07.07,20:00,1.70920,1.71140,1.70730,1.71050,538
2004.07.08,00:00,1.71070,1.71350,1.70780,1.71320,957
2004.07.08,04:00,1.71310,1.71560,1.71080,1.71330,669
2004.07.08,08:00,1.71310,1.72050,1.71200,1.72020,1800
2004.07.08,12:00,1.72010,1.72160,1.71490,1.71650,1735
2004.07.08,16:00,1.71650,1.71830,1.71430,1.71790,1242
2004.07.08,20:00,1.71790,1.72240,1.71620,1.71790,711
2004.07.09,00:00,1.71800,1.71880,1.71320,1.71680,1073
2004.07.09,04:00,1.71690,1.71730,1.71460,1.71540,1051
2004.07.09,08:00,1.71510,1.71800,1.71170,1.71760,1712
2004.07.09,12:00,1.71780,1.72060,1.71610,1.71870,1450
2004.07.09,16:00,1.71840,1.71970,1.71240,1.71470,1025
2004.07.09,20:00,1.71490,1.71890,1.71470,1.71850,360
2004.07.12,00:00,1.71620,1.71630,1.70770,1.71020,980
2004.07.12,04:00,1.71030,1.71280,1.70880,1.70990,567
2004.07.12,08:00,1.71000,1.71170,1.70780,1.70890,1418
2004.07.12,12:00,1.70840,1.71080,1.70400,1.70620,1460
2004.07.12,16:00,1.70610,1.70700,1.70220,1.70320,954
2004.07.12,20:00,1.70410,1.70720,1.70250,1.70630,569
2004.07.13,00:00,1.70610,1.70770,1.70360,1.70430,1242
2004.07.13,04:00,1.70420,1.70550,1.70240,1.70430,1164
2004.07.13,08:00,1.70450,1.70840,1.70080,1.70750,1340
2004.07.13,12:00,1.70750,1.70790,1.69880,1.70210,1825
2004.07.13,16:00,1.70190,1.70600,1.69760,1.69990,1338
2004.07.13,20:00,1.70010,1.70160,1.69690,1.70070,886
2004.07.14,00:00,1.70060,1.70250,1.69780,1.69810,948
2004.07.14,04:00,1.69830,1.70180,1.69810,1.69990,782
2004.07.14,08:00,1.69990,1.70790,1.69870,1.70740,1179
2004.07.14,12:00,1.70760,1.71100,1.70580,1.71000,1583
2004.07.14,16:00,1.71010,1.71390,1.70850,1.71060,1482
2004.07.14,20:00,1.71060,1.71150,1.70840,1.70860,587
2004.07.15,00:00,1.70860,1.70950,1.70390,1.70550,907
2004.07.15,04:00,1.70450,1.71000,1.70440,1.70790,692
2004.07.15,08:00,1.70750,1.71240,1.70700,1.71070,1487
